TICKER,POSITION_SIZE,STRIKE_PRICE,EXPIRY_DAYS,OPTION_TYPE
RELIANCE,3034,800,44,Call
AAPL,-2545,1398,55,Call
TSLA,-1444,826,61,Put
HDFCBANK,913,781,72,Call
HDFCBANK,-4828,1339,37,Put
RELIANCE,-4443,0,0,Stock
RELIANCE,1252,347,17,Put
HDFCBANK,-2124,1057,13,Call
TSLA,1678,0,0,Stock
TSLA,-2058,1047,61,Put
TCS,-4003,0,0,Stock
RELIANCE,1057,331,42,Put
AAPL,787,1332,27,Put
TSLA,3605,1319,84,Call
TSLA,1664,1322,33,Call
HDFCBANK,-2566,820,30,Put
TCS,323,487,71,Put
RELIANCE,-1837,1240,79,Call
TSLA,-617,979,39,Call
RELIANCE,-834,699,68,Call
TCS,627,1199,12,Put
AAPL,2575,1156,42,Call
AAPL,-2801,510,74,Put
AAPL,1003,1294,12,Call
HDFCBANK,3678,330,81,Call
TCS,2083,1014,49,Call
TSLA,-762,1205,57,Call
TCS,3813,1402,66,Call
RELIANCE,4061,325,33,Call
HDFCBANK,-3664,364,86,Call
TCS,-1405,867,44,Put
RELIANCE,-137,560,15,Call
TSLA,1536,427,53,Put
TCS,-4710,251,58,Put
HDFCBANK,-2097,276,23,Call
HDFCBANK,1061,0,0,Stock
AAPL,-1388,0,0,Stock
TSLA,-604,0,0,Stock
TSLA,2177,1452,55,Put
TCS,2642,1124,19,Put
TSLA,2669,762,60,Call
HDFCBANK,4167,1205,89,Call
TCS,4253,328,18,Put
TSLA,4320,0,0,Stock
TSLA,2714,0,0,Stock
RELIANCE,4119,1172,71,Call
AAPL,-231,1405,85,Put
AAPL,-1086,991,42,Put
HDFCBANK,3257,461,26,Call
HDFCBANK,4275,1409,63,Put
HDFCBANK,2419,1247,29,Put
RELIANCE,-2331,428,42,Put
TSLA,1843,0,0,Stock
RELIANCE,-3780,1213,45,Call
TSLA,4997,801,86,Put
HDFCBANK,-1579,748,78,Call
AAPL,-2235,1263,8,Call
AAPL,-2558,441,86,Call
AAPL,-4263,347,27,Put
AAPL,-3456,797,24,Put
TCS,-3277,0,0,Stock
TCS,1120,1022,37,Put
TCS,148,418,37,Call
TSLA,2950,1014,48,Call
HDFCBANK,2196,1267,81,Call
TCS,4760,1166,79,Put
TSLA,-2097,666,22,Call
RELIANCE,-2991,0,0,Stock
TSLA,-1953,889,11,Put
TSLA,1981,1328,8,Call
AAPL,3011,1193,18,Call
AAPL,-1057,1238,76,Put
AAPL,-3475,1487,7,Call
HDFCBANK,-4022,782,48,Call
AAPL,1263,1076,89,Put
TCS,-1890,1218,51,Call
RELIANCE,1057,0,0,Stock
RELIANCE,1424,1240,47,Call
TCS,3769,1020,78,Put
AAPL,2305,1466,69,Call
RELIANCE,-3006,961,68,Call
TCS,4977,869,85,Call
RELIANCE,3319,973,85,Call
HDFCBANK,-4021,0,0,Stock
TCS,-1838,0,0,Stock
TSLA,-4115,1183,60,Call
AAPL,-1434,1024,71,Call
HDFCBANK,3171,0,0,Stock
HDFCBANK,-745,1102,21,Put
TSLA,4543,702,66,Call
RELIANCE,1670,397,89,Call
AAPL,-2082,1210,39,Put
RELIANCE,655,0,0,Stock
RELIANCE,3671,0,0,Stock
AAPL,-4033,0,0,Stock
AAPL,4883,960,63,Put
TCS,-1930,0,0,Stock
HDFCBANK,-4593,594,65,Call
TCS,-3276,373,49,Call
AAPL,2053,0,0,Stock
TCS,-2762,524,35,Call
HDFCBANK,377,1481,31,Put
TSLA,4360,1280,14,Put
HDFCBANK,3601,718,42,Put
AAPL,3621,394,7,Call
HDFCBANK,889,0,0,Stock
TCS,1742,690,85,Put
TCS,-1417,916,46,Put
RELIANCE,-2873,328,37,Put
HDFCBANK,1421,1479,25,Put
AAPL,-3524,914,18,Put
TCS,4895,278,16,Call
RELIANCE,2098,782,31,Call
HDFCBANK,-1723,0,0,Stock
RELIANCE,534,1091,30,Put
RELIANCE,-1918,0,0,Stock
AAPL,-932,492,41,Put
TSLA,-1640,360,85,Put
RELIANCE,3589,1248,63,Put
TSLA,173,1209,82,Put
TCS,-103,0,0,Stock
TSLA,918,652,35,Put
AAPL,-4985,1437,20,Put
HDFCBANK,-3854,910,44,Put
RELIANCE,-3177,1086,59,Call
RELIANCE,-719,1024,68,Put
TSLA,2427,1433,7,Call
RELIANCE,-1562,1058,77,Call
RELIANCE,-2844,305,9,Put
AAPL,2885,626,71,Put
TCS,-2641,1268,39,Put
RELIANCE,3299,479,16,Call
AAPL,-234,0,0,Stock
TSLA,-4643,0,0,Stock
RELIANCE,-811,448,27,Put
TCS,4090,712,61,Call
HDFCBANK,4458,207,29,Put
AAPL,1989,847,23,Put
TCS,4392,1406,45,Put
RELIANCE,4024,955,38,Call
HDFCBANK,-3966,209,48,Put
TCS,1377,0,0,Stock
AAPL,3374,1131,60,Put
RELIANCE,-3088,0,0,Stock
RELIANCE,-3431,525,15,Call
HDFCBANK,-1684,417,40,Call
TSLA,-2765,1316,74,Call
TSLA,2969,768,38,Call
TCS,-1319,1086,7,Call
TCS,2196,691,24,Call
RELIANCE,1057,0,0,Stock
HDFCBANK,138,506,78,Call
AAPL,-3148,1126,59,Call
AAPL,448,0,0,Stock
RELIANCE,509,1008,10,Call
AAPL,3253,1287,22,Put
HDFCBANK,1679,1283,16,Call
AAPL,-2862,0,0,Stock
TCS,-2164,501,25,Put
HDFCBANK,-2489,0,0,Stock
RELIANCE,3798,705,62,Put
AAPL,-1310,679,56,Put
HDFCBANK,281,1129,54,Call
HDFCBANK,-3796,1461,73,Put
TSLA,2713,1109,27,Put
TCS,2871,1063,61,Put
TCS,2665,1494,20,Call
AAPL,3151,1330,63,Put
TSLA,-4863,1405,73,Call
RELIANCE,-347,409,47,Put
HDFCBANK,-1005,596,79,Put
AAPL,-384,1258,89,Call
TSLA,2091,0,0,Stock
TSLA,4813,722,81,Call
TSLA,-608,0,0,Stock
TCS,-3483,756,89,Put
TCS,-1867,549,33,Call
HDFCBANK,-2233,0,0,Stock
TSLA,1738,592,75,Call
AAPL,-3618,0,0,Stock
AAPL,-3528,0,0,Stock
HDFCBANK,2539,0,0,Stock
RELIANCE,-1647,708,11,Put
RELIANCE,-2340,1293,45,Put
RELIANCE,-740,763,26,Put
RELIANCE,-2919,418,40,Call
TSLA,1081,1407,87,Call
AAPL,-3453,1357,33,Put
TSLA,-334,1062,57,Put
AAPL,-781,1173,74,Put
RELIANCE,-355,719,81,Put
TSLA,-1537,1322,16,Put
HDFCBANK,-2186,785,60,Put
TCS,-3971,557,42,Put
TCS,1670,1036,83,Call
RELIANCE,-138,1443,71,Call
RELIANCE,-2770,660,21,Call
AAPL,-3736,911,58,Put
TCS,-4070,1219,48,Put
TCS,-3374,895,14,Put
HDFCBANK,2363,1450,60,Put
HDFCBANK,350,1169,39,Call
AAPL,2143,1194,66,Put
HDFCBANK,2923,222,18,Put
RELIANCE,-702,1383,60,Put
TSLA,758,1139,75,Put
TCS,-379,522,11,Put
RELIANCE,-2677,215,47,Call
AAPL,3599,1097,44,Put
TCS,3611,1393,56,Call
TCS,3755,266,49,Put
TSLA,2900,610,53,Put
TSLA,1097,1321,26,Put
TSLA,493,883,43,Call
TSLA,-1305,1428,7,Put
AAPL,-4100,895,50,Put
TCS,802,537,52,Put
AAPL,-4282,614,36,Call
AAPL,3272,1309,53,Call
RELIANCE,3555,1095,57,Put
AAPL,1880,0,0,Stock
AAPL,-2252,817,53,Put
TSLA,-1901,0,0,Stock
AAPL,2420,1427,88,Put
TSLA,795,1354,11,Call
HDFCBANK,4907,1101,51,Put
AAPL,397,982,73,Call
TCS,4827,984,69,Call
TCS,-3909,0,0,Stock
TSLA,1804,919,60,Call
TCS,3947,232,70,Call
TSLA,-266,1025,11,Call
TCS,-2124,641,52,Put
HDFCBANK,3528,0,0,Stock
TSLA,-1075,687,18,Call
TSLA,-4006,818,52,Call
TSLA,1693,846,9,Call
HDFCBANK,-2754,1135,68,Put
TSLA,662,622,14,Put
RELIANCE,660,0,0,Stock
AAPL,-2090,450,31,Call
AAPL,-1204,1354,51,Put
RELIANCE,-3882,529,63,Put
RELIANCE,-4623,595,85,Call
HDFCBANK,2622,459,8,Call
RELIANCE,-791,580,22,Put
AAPL,-726,244,61,Call
AAPL,388,469,43,Call
HDFCBANK,-2267,0,0,Stock
HDFCBANK,4880,1403,43,Call
RELIANCE,-284,1354,71,Call
AAPL,-4145,1398,30,Call
AAPL,-4694,220,56,Put
TCS,-4628,634,63,Put
TCS,3144,435,14,Call
TSLA,3936,429,9,Call
TSLA,4652,0,0,Stock
AAPL,-4396,1217,50,Put
TCS,4109,1473,40,Put
AAPL,-804,0,0,Stock
TSLA,4575,614,49,Put
AAPL,-4137,1264,46,Call
TCS,445,0,0,Stock
HDFCBANK,-230,560,56,Put
AAPL,-3321,678,30,Put
HDFCBANK,-388,1064,57,Put
HDFCBANK,-906,322,24,Call
RELIANCE,3624,465,15,Put
RELIANCE,-4635,447,40,Call
AAPL,2660,1174,36,Call
AAPL,-1870,353,23,Call
TCS,3288,0,0,Stock
TSLA,4887,475,38,Call
RELIANCE,-3632,0,0,Stock
HDFCBANK,-210,1145,60,Call
RELIANCE,-2056,842,37,Put
TCS,1227,1270,36,Put
AAPL,-1832,0,0,Stock
HDFCBANK,-3324,1049,51,Put
TCS,-3724,233,81,Call
AAPL,3997,0,0,Stock
HDFCBANK,-2946,739,66,Put
AAPL,-217,371,21,Call
TCS,2716,1294,27,Call
TCS,-1029,0,0,Stock
TSLA,-496,409,49,Call
RELIANCE,1867,1198,23,Call
TSLA,1431,0,0,Stock
HDFCBANK,-4953,0,0,Stock
RELIANCE,553,227,8,Put
RELIANCE,4522,343,80,Put
HDFCBANK,3206,416,34,Call
HDFCBANK,-4306,850,82,Call
AAPL,-1275,1328,71,Call
AAPL,-4839,1328,46,Put
TCS,4688,221,66,Call
TCS,-1183,1288,59,Call
AAPL,4788,1422,74,Put
HDFCBANK,-4277,570,26,Put
AAPL,-2526,668,25,Put
TSLA,804,0,0,Stock
RELIANCE,-2555,1015,62,Call
TCS,-404,1241,21,Put
HDFCBANK,2954,1246,51,Call
AAPL,4770,1313,70,Call
TSLA,-219,0,0,Stock
RELIANCE,-736,363,54,Put
RELIANCE,-1773,798,48,Put
TCS,1763,1381,11,Call
TCS,4952,0,0,Stock
RELIANCE,-3483,915,70,Put
HDFCBANK,4305,617,82,Put
HDFCBANK,-2644,775,17,Put
HDFCBANK,-747,0,0,Stock
TCS,-949,956,73,Put
TCS,-4191,727,83,Call
TSLA,3465,1430,29,Put
RELIANCE,3096,974,67,Put
RELIANCE,-2005,1246,60,Put
AAPL,4752,829,30,Put
TCS,4687,1384,30,Call
RELIANCE,2982,1158,30,Put
TSLA,-1148,0,0,Stock
AAPL,407,246,34,Call
HDFCBANK,-3887,1208,35,Call
AAPL,-2271,988,68,Put
TSLA,3366,0,0,Stock
HDFCBANK,-1138,0,0,Stock
HDFCBANK,3073,780,8,Call
HDFCBANK,-3064,501,73,Call
AAPL,-2831,895,28,Call
TSLA,442,1216,79,Call
TSLA,2685,937,55,Call
TSLA,-2232,803,24,Put
TSLA,-806,299,80,Put
AAPL,2339,756,24,Put
TSLA,2373,1078,77,Call
TCS,-4125,1148,54,Call
RELIANCE,204,1245,47,Put
RELIANCE,958,1306,40,Call
RELIANCE,3535,0,0,Stock
AAPL,4929,1230,88,Call
HDFCBANK,1415,969,68,Put
AAPL,-4690,0,0,Stock
TCS,-861,705,65,Call
TCS,2961,1481,58,Put
AAPL,1262,1217,80,Call
TCS,-3692,561,30,Put
RELIANCE,-4358,0,0,Stock
TCS,-3703,825,39,Put
TCS,2121,979,27,Put
TCS,4284,0,0,Stock
HDFCBANK,622,0,0,Stock
AAPL,4863,1310,9,Put
AAPL,1117,761,9,Call
TSLA,3658,833,27,Call
TCS,2162,297,29,Put
TCS,3916,213,83,Put
TSLA,-1371,0,0,Stock
RELIANCE,4798,391,35,Put
RELIANCE,1188,643,86,Put
TSLA,2109,361,54,Call
TSLA,4253,0,0,Stock
HDFCBANK,-959,464,23,Put
AAPL,-410,0,0,Stock
RELIANCE,-1377,1275,43,Put
TSLA,2311,1168,33,Call
TSLA,146,0,0,Stock
AAPL,-2001,1215,68,Call
RELIANCE,-3401,1362,8,Put
TSLA,-2391,472,14,Put
AAPL,4393,839,48,Call
TCS,2208,461,85,Call
RELIANCE,-2752,730,19,Call
TCS,-1472,1134,63,Put
RELIANCE,4071,0,0,Stock
TSLA,3781,0,0,Stock
AAPL,3824,0,0,Stock
TSLA,-2197,398,56,Put
TSLA,1453,0,0,Stock
TSLA,2743,1323,7,Put
AAPL,-321,478,79,Put
RELIANCE,129,1187,63,Call
AAPL,-3492,0,0,Stock
RELIANCE,-2603,869,61,Put
RELIANCE,2464,555,16,Put
RELIANCE,-2122,1162,85,Put
HDFCBANK,1520,1024,67,Call
TCS,-1734,1493,24,Put
TSLA,-1271,693,24,Call
AAPL,4460,0,0,Stock
RELIANCE,-4984,0,0,Stock
TCS,3532,1160,54,Put
TSLA,-1646,0,0,Stock
TSLA,3670,270,15,Call
HDFCBANK,-256,0,0,Stock
HDFCBANK,2374,1460,16,Put
TSLA,4398,424,72,Put
RELIANCE,4323,1081,36,Put
AAPL,-4957,1213,10,Call
TSLA,2181,385,59,Put
RELIANCE,-1229,1481,56,Put
TSLA,-4667,646,81,Call
HDFCBANK,-1431,1440,88,Call
HDFCBANK,2919,392,75,Call
RELIANCE,-1885,851,87,Call
AAPL,-4015,891,49,Put
TCS,4442,1311,47,Call
RELIANCE,-1683,1299,13,Put
TCS,4098,639,51,Put
TCS,2940,0,0,Stock
RELIANCE,-2273,761,23,Put
HDFCBANK,-132,1087,37,Call
TSLA,-2509,519,63,Put
TSLA,-136,391,83,Put
HDFCBANK,-4320,984,76,Put
TCS,-3144,1328,50,Put
RELIANCE,4596,1360,39,Put
TCS,-1288,0,0,Stock
HDFCBANK,-2799,525,25,Put
RELIANCE,638,932,38,Call
TCS,-3915,0,0,Stock
HDFCBANK,137,1147,49,Put
TSLA,-3938,0,0,Stock
TCS,-2617,0,0,Stock
TCS,4873,210,56,Call
HDFCBANK,-2195,1354,51,Call
HDFCBANK,3067,882,47,Put
AAPL,3569,0,0,Stock
TCS,219,838,38,Put
HDFCBANK,1560,998,68,Put
TSLA,-1474,1419,45,Put
TSLA,1099,662,10,Put
TCS,-3382,659,50,Call
RELIANCE,687,848,32,Call
TSLA,-345,673,20,Put
TSLA,4550,1276,24,Put
TCS,-625,0,0,Stock
TSLA,1224,952,61,Call
TCS,-1391,550,77,Put
TSLA,1929,430,68,Call
RELIANCE,874,1336,15,Call
TCS,4357,765,14,Call
TCS,4528,0,0,Stock
RELIANCE,3649,352,46,Put
HDFCBANK,429,493,35,Call
TCS,-3500,846,42,Call
TSLA,-4601,0,0,Stock
RELIANCE,4189,662,7,Put
TCS,-2571,1182,53,Put
TSLA,-3971,993,83,Call
TCS,-1111,346,24,Call
TCS,1228,649,50,Call
TCS,-3041,996,68,Call
AAPL,-4514,318,70,Call
AAPL,4635,854,36,Call
TCS,1403,1284,45,Call
RELIANCE,158,574,49,Put
HDFCBANK,4134,734,86,Put
RELIANCE,-2262,1437,7,Call
HDFCBANK,-2998,1141,18,Call
TCS,2963,0,0,Stock
HDFCBANK,3425,1367,60,Put
RELIANCE,2710,0,0,Stock
RELIANCE,190,0,0,Stock
AAPL,3608,1353,44,Call
HDFCBANK,3922,1203,14,Call
TSLA,409,518,64,Call
TCS,-4192,631,15,Put
HDFCBANK,-2822,503,20,Call
RELIANCE,1296,353,63,Put
RELIANCE,-4991,296,14,Call
TCS,-4723,358,61,Put
TSLA,-1510,0,0,Stock
TSLA,-2426,739,70,Call
HDFCBANK,-4391,535,76,Call
RELIANCE,-3279,0,0,Stock
AAPL,-753,534,21,Call
TSLA,-2764,225,20,Call
HDFCBANK,4202,1012,70,Call
TSLA,-422,330,54,Put
AAPL,4405,505,54,Put
RELIANCE,-2074,1300,38,Put
AAPL,-992,766,17,Put
TSLA,-3607,1051,82,Put
TCS,3886,451,21,Call
TSLA,607,761,71,Put
TSLA,-4560,584,28,Call
AAPL,-4064,0,0,Stock
RELIANCE,389,706,8,Put
AAPL,625,451,68,Call
TSLA,-4397,521,66,Put
TCS,3086,908,75,Put
RELIANCE,-121,898,58,Put
RELIANCE,4419,440,73,Call
TCS,3268,365,7,Put
HDFCBANK,-3539,0,0,Stock
HDFCBANK,-4880,0,0,Stock
RELIANCE,3267,1266,50,Put
TCS,-1007,449,48,Put
TSLA,-1835,1135,83,Put
RELIANCE,3934,734,58,Call
AAPL,-4158,1299,41,Call
RELIANCE,1831,1358,87,Put
TCS,-2960,1494,48,Put
AAPL,-1449,879,64,Put
AAPL,153,1007,16,Call
TCS,3745,507,79,Call
TSLA,-2955,588,55,Call
TCS,-1289,0,0,Stock
HDFCBANK,-3441,0,0,Stock
HDFCBANK,4056,1127,57,Put
HDFCBANK,2761,483,15,Call
TSLA,4646,754,63,Put
RELIANCE,2541,0,0,Stock
RELIANCE,-1352,1097,70,Call
AAPL,734,905,58,Put
TCS,973,1189,51,Call
HDFCBANK,-4999,1034,76,Put
RELIANCE,2101,1326,73,Put
HDFCBANK,-3886,1473,88,Put
TCS,2134,0,0,Stock
AAPL,178,1091,29,Call
TCS,2091,870,77,Put
RELIANCE,-1121,1356,77,Put
HDFCBANK,-3082,1214,77,Put
TCS,1905,0,0,Stock
AAPL,1756,753,41,Call
TCS,3841,420,68,Put
HDFCBANK,1367,931,41,Call
TCS,2109,959,8,Call
TSLA,-4739,270,32,Put
RELIANCE,4275,1216,65,Call
RELIANCE,4326,568,89,Call
RELIANCE,4520,0,0,Stock
TSLA,-4388,1373,39,Call
AAPL,-3985,638,48,Put
TSLA,-307,1293,44,Call
RELIANCE,3833,1116,75,Put
HDFCBANK,-467,321,35,Call
TSLA,4275,0,0,Stock
AAPL,-2139,0,0,Stock
TSLA,-802,1357,9,Call
TSLA,1690,465,25,Call
AAPL,-4760,849,24,Put
TSLA,2603,894,45,Put
HDFCBANK,222,278,86,Call
AAPL,-4070,1360,9,Put
TSLA,3386,1132,47,Call
TCS,4570,1059,59,Put
HDFCBANK,2263,0,0,Stock
AAPL,-2852,774,29,Call
RELIANCE,650,310,25,Call
RELIANCE,-3282,0,0,Stock
TSLA,-4896,1250,83,Call
TCS,-4671,1341,75,Call
TSLA,3138,732,72,Put
TSLA,2278,373,23,Call
AAPL,2483,692,25,Call
TSLA,-3127,1017,59,Put
HDFCBANK,-4997,983,8,Call
TCS,-4538,1496,30,Put
AAPL,-3167,0,0,Stock
AAPL,1679,624,33,Put
AAPL,4323,0,0,Stock
TSLA,4831,997,60,Call
RELIANCE,-1501,343,28,Put
TCS,4303,776,47,Call
HDFCBANK,4435,962,62,Put
TSLA,-3706,1091,13,Put
HDFCBANK,717,0,0,Stock
TSLA,-4402,368,29,Put
TCS,436,1388,26,Put
AAPL,-3733,246,51,Put
HDFCBANK,-3327,537,8,Call
HDFCBANK,-2610,0,0,Stock
TCS,-3999,0,0,Stock
TSLA,2246,1474,78,Call
RELIANCE,-2185,1394,20,Call
HDFCBANK,-423,875,86,Call
TCS,3529,759,12,Put
AAPL,4614,236,22,Call
AAPL,1149,396,54,Call
TCS,-4294,1410,65,Put
AAPL,-4194,497,77,Put
TCS,-3592,770,23,Put
AAPL,-3219,1087,88,Put
TCS,230,561,54,Call
TSLA,2094,1302,49,Put
TCS,3007,1200,57,Call
HDFCBANK,-1699,0,0,Stock
TCS,949,444,70,Call
AAPL,-1410,0,0,Stock
HDFCBANK,2581,0,0,Stock
HDFCBANK,-4184,291,72,Call
AAPL,-281,1389,26,Put
TSLA,2904,0,0,Stock
RELIANCE,595,259,76,Put
TSLA,4898,0,0,Stock
TSLA,3185,1481,7,Call
TCS,2906,1338,31,Put
RELIANCE,-1225,773,66,Put
AAPL,3899,548,39,Call
RELIANCE,2729,1358,27,Put
RELIANCE,-1992,1408,86,Put
RELIANCE,-3542,0,0,Stock
TSLA,1660,511,85,Put
TSLA,1923,1462,60,Put
RELIANCE,-1633,628,10,Put
TCS,-2609,0,0,Stock
HDFCBANK,-633,0,0,Stock
TSLA,3832,1002,32,Put
TSLA,3002,492,79,Call
RELIANCE,419,0,0,Stock
HDFCBANK,4104,1026,27,Put
TSLA,2220,1303,15,Call
HDFCBANK,-3573,328,17,Put
RELIANCE,-2941,1473,30,Put
RELIANCE,-4530,645,19,Put
TCS,-218,391,89,Call
HDFCBANK,-4825,509,38,Put
RELIANCE,-4858,742,24,Put
HDFCBANK,-1410,221,47,Call
RELIANCE,-2129,0,0,Stock
TSLA,1580,1247,51,Put
AAPL,-1016,798,31,Put
HDFCBANK,3108,481,69,Put
TSLA,2482,1426,24,Put
TCS,-1885,1388,81,Put
AAPL,1285,1132,24,Put
TCS,1213,882,73,Call
TCS,2472,569,10,Put
TCS,-1147,1447,28,Call
RELIANCE,-1813,956,16,Put
TCS,2997,310,31,Call
AAPL,3510,1264,64,Put
RELIANCE,-2398,0,0,Stock
HDFCBANK,2463,0,0,Stock
RELIANCE,-2982,1321,58,Call
TCS,3082,516,54,Call
RELIANCE,-3228,0,0,Stock
RELIANCE,-976,440,22,Call
TSLA,2247,1134,47,Call
HDFCBANK,471,214,10,Call
TSLA,3473,1397,63,Put
TSLA,-169,1042,36,Call
RELIANCE,2158,1498,75,Put
TSLA,-315,0,0,Stock
HDFCBANK,-2918,1207,60,Put
TCS,-1404,549,52,Put
TCS,-1630,916,86,Put
HDFCBANK,4564,1090,59,Put
RELIANCE,-3319,1183,42,Put
AAPL,-4685,603,86,Put
AAPL,-344,1312,64,Call
TCS,-984,0,0,Stock
TCS,2414,0,0,Stock
TCS,-928,749,78,Put
HDFCBANK,-2520,0,0,Stock
TSLA,1578,0,0,Stock
RELIANCE,3879,402,49,Put
HDFCBANK,-1106,1366,33,Call
TSLA,-4308,200,67,Put
HDFCBANK,-3383,1292,45,Call
RELIANCE,-4794,1003,79,Put
RELIANCE,-199,1181,19,Put
AAPL,-1633,0,0,Stock
AAPL,3681,1358,44,Call
TSLA,-3817,0,0,Stock
RELIANCE,-2060,822,52,Call
RELIANCE,-321,587,53,Put
RELIANCE,1736,0,0,Stock
TSLA,-1784,916,63,Call
TCS,-4176,431,79,Call
HDFCBANK,-4795,915,53,Put
RELIANCE,-3958,1001,23,Put
TSLA,4680,252,62,Call
TCS,-751,0,0,Stock
RELIANCE,2502,0,0,Stock
RELIANCE,-4085,706,86,Call
AAPL,3881,0,0,Stock
TSLA,-3828,672,88,Call
RELIANCE,-729,1434,41,Call
RELIANCE,-905,414,41,Call
HDFCBANK,4354,437,73,Call
TSLA,3806,1486,62,Put
HDFCBANK,-1129,790,33,Call
AAPL,-1245,284,87,Put
HDFCBANK,-1681,0,0,Stock
AAPL,-4199,449,36,Put
TSLA,-2690,473,45,Put
TSLA,-161,589,75,Put
TSLA,-1501,717,35,Call
RELIANCE,3267,899,56,Put
RELIANCE,-1043,0,0,Stock
HDFCBANK,-534,723,12,Call
AAPL,4712,831,86,Put
HDFCBANK,3816,891,13,Put
RELIANCE,3563,1133,55,Call
RELIANCE,-4435,417,17,Put
AAPL,1356,677,44,Put
RELIANCE,3490,1398,58,Put
TSLA,2642,326,60,Call
RELIANCE,4885,658,80,Put
HDFCBANK,-4368,1229,81,Call
TCS,2777,322,69,Call
HDFCBANK,-3832,841,78,Call
HDFCBANK,331,850,59,Call
TCS,-1818,1072,34,Call
HDFCBANK,-1603,205,32,Call
RELIANCE,-2042,738,60,Call
TCS,1547,680,25,Put
TCS,2475,716,87,Put
TCS,1161,0,0,Stock
TSLA,320,783,70,Put
TCS,-4769,0,0,Stock
TSLA,-2336,1420,84,Call
RELIANCE,999,1120,89,Put
HDFCBANK,648,1430,87,Call
TCS,-589,1293,43,Call
AAPL,-392,1465,85,Call
AAPL,4584,1427,70,Call
AAPL,-4700,1171,85,Call
RELIANCE,350,568,56,Put
TSLA,2260,0,0,Stock
RELIANCE,4587,613,33,Call
TSLA,-375,0,0,Stock
TSLA,1996,389,64,Call
HDFCBANK,-1215,1134,36,Call
AAPL,-439,0,0,Stock
AAPL,-1930,977,57,Put
TSLA,4975,0,0,Stock
RELIANCE,-2271,287,20,Call
HDFCBANK,-2289,700,26,Put
TSLA,-2235,1371,38,Call
TSLA,1937,1037,89,Put
TCS,-3914,256,33,Put
RELIANCE,-143,767,22,Put
TSLA,-3933,698,14,Call
AAPL,-3321,1142,46,Call
HDFCBANK,-1791,719,76,Put
HDFCBANK,-1354,671,55,Call
RELIANCE,278,508,57,Put
RELIANCE,1013,0,0,Stock
AAPL,-1620,841,45,Put
RELIANCE,-1633,0,0,Stock
TCS,2222,0,0,Stock
HDFCBANK,-1368,0,0,Stock
HDFCBANK,-2177,973,11,Call
AAPL,-241,958,61,Put
HDFCBANK,1206,0,0,Stock
HDFCBANK,695,424,50,Put
TCS,504,0,0,Stock
TCS,-2926,1209,46,Call
RELIANCE,-1045,258,39,Call
RELIANCE,-314,1159,9,Put
AAPL,3378,1393,16,Call
TSLA,-2011,748,80,Call
TCS,-1903,0,0,Stock
TCS,-1058,1476,61,Put
AAPL,1210,846,25,Put
TSLA,2814,1048,13,Call
TCS,-752,904,55,Put
TSLA,-2194,1043,31,Call
AAPL,-3208,1347,10,Put
TSLA,-1715,314,64,Call
RELIANCE,545,1389,27,Put
TSLA,-508,669,83,Call
RELIANCE,-2988,896,52,Put
TCS,-4385,558,88,Put
HDFCBANK,-2230,305,60,Call
RELIANCE,2080,731,60,Put
AAPL,-3040,314,58,Call
HDFCBANK,4304,529,77,Put
TCS,-1083,340,78,Put
RELIANCE,1400,660,22,Call
TSLA,-4519,0,0,Stock
AAPL,-732,947,58,Put
TSLA,4913,1242,62,Put
HDFCBANK,4066,0,0,Stock
RELIANCE,-468,266,32,Put
RELIANCE,-2066,1118,85,Call
TSLA,-2888,815,38,Put
AAPL,-497,717,37,Put
TCS,-2803,1339,14,Call
AAPL,4249,439,44,Call
AAPL,-1401,0,0,Stock
TCS,3722,523,84,Call
AAPL,3254,526,45,Call
TSLA,4215,1240,38,Call
RELIANCE,2376,1360,43,Call
TSLA,1776,981,40,Put
TSLA,4412,1240,47,Call
RELIANCE,4863,546,67,Call
HDFCBANK,1042,423,65,Call
RELIANCE,3120,1494,61,Call
TCS,1344,751,35,Put
HDFCBANK,-460,1398,17,Call
AAPL,-2906,1399,10,Call
AAPL,-2806,563,31,Call
TCS,-4198,1379,71,Call
TSLA,-1216,1182,73,Put
TCS,2968,492,81,Put
AAPL,1922,748,67,Call
RELIANCE,-4014,442,80,Put
RELIANCE,3902,831,51,Put
TSLA,1712,491,49,Call
TCS,-1327,318,74,Call
AAPL,-1939,492,32,Call
TCS,-3186,0,0,Stock
RELIANCE,623,215,81,Put
TSLA,835,1142,74,Put
HDFCBANK,-4884,810,27,Call
RELIANCE,-3948,1070,39,Put
HDFCBANK,-2196,1277,47,Call
AAPL,2263,0,0,Stock
TSLA,-926,672,53,Call
TCS,4992,1465,26,Put
RELIANCE,203,644,29,Call
TCS,2636,0,0,Stock
AAPL,3253,992,39,Put
AAPL,-3197,476,14,Call
RELIANCE,1335,775,13,Put
AAPL,1970,400,30,Call
TCS,2395,862,16,Put
HDFCBANK,3284,445,46,Call
RELIANCE,4392,1225,20,Put
RELIANCE,-402,238,58,Put
TSLA,-4665,0,0,Stock
HDFCBANK,1196,0,0,Stock
AAPL,-2111,0,0,Stock
TCS,-2815,1157,25,Put
HDFCBANK,-2228,0,0,Stock
HDFCBANK,4165,748,47,Put
HDFCBANK,288,204,85,Call
TCS,-3797,837,44,Put
TCS,-3479,1168,47,Call
TCS,547,903,82,Put
AAPL,-3419,1323,88,Put
